timestamp,volume,close,open,high,low,currency,timezone,exchangeTimezoneName,exchangeName,instrumentType
2026-02-10 14:30:00,1012014.0,273.43499755859375,274.885009765625,275.2799987792969,273.30999755859375,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:31:00,148860.0,274.3999938964844,273.3800964355469,274.5400085449219,273.30609130859375,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:32:00,77558.0,274.510009765625,274.3999938964844,274.79998779296875,274.260009765625,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:33:00,97227.0,274.06500244140625,274.4800109863281,274.75,274.0,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:34:00,95109.0,274.3399963378906,274.08551025390625,274.739990234375,273.989990234375,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:35:00,104633.0,273.9700012207031,274.239990234375,274.4150085449219,273.9100036621094,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:36:00,81294.0,273.8930969238281,273.9659118652344,274.2149963378906,273.6099853515625,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:37:00,77761.0,274.2073059082031,273.92999267578125,274.239990234375,273.75,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:38:00,63422.0,273.8699951171875,274.20001220703125,274.2499084472656,273.7200012207031,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:39:00,95548.0,274.375,273.8900146484375,274.739990234375,273.8900146484375,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:40:00,73227.0,274.5450134277344,274.3900146484375,274.70001220703125,274.3500061035156,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:41:00,76905.0,274.260009765625,274.510009765625,274.7300109863281,274.20489501953125,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:42:00,60929.0,274.239990234375,274.2850036621094,274.54998779296875,274.0899963378906,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:43:00,77731.0,274.31500244140625,274.2099914550781,274.3299865722656,274.0,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:44:00,62288.0,274.19500732421875,274.29998779296875,274.42999267578125,274.1611022949219,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:45:00,43227.0,274.0799865722656,274.2099914550781,274.3200988769531,274.0299987792969,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:46:00,100266.0,273.80999755859375,274.1000061035156,274.1000061035156,273.7099914550781,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:47:00,71025.0,273.7699890136719,273.8299865722656,274.0799865722656,273.7699890136719,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:48:00,70759.0,273.4800109863281,273.7550048828125,273.7550048828125,273.3699951171875,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:49:00,57456.0,273.4549865722656,273.4469909667969,273.57000732421875,273.35009765625,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:50:00,80219.0,273.54998779296875,273.4549865722656,273.7300109863281,273.2099914550781,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:51:00,59715.0,273.260009765625,273.5299987792969,273.5950012207031,273.260009765625,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:52:00,48479.0,273.7947998046875,273.2349853515625,273.80999755859375,273.2300109863281,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:53:00,45208.0,273.95001220703125,273.8349914550781,273.95001220703125,273.55499267578125,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:54:00,74986.0,274.45001220703125,273.94000244140625,274.54998779296875,273.92999267578125,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:55:00,66397.0,274.510009765625,274.4100036621094,274.6499938964844,274.3800048828125,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:56:00,62293.0,274.45001220703125,274.5050048828125,274.5599060058594,274.2099914550781,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:57:00,26895.0,274.3299865722656,274.45001220703125,274.45269775390625,274.29998779296875,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:58:00,76827.0,274.8900146484375,274.3399963378906,274.95001220703125,274.32000732421875,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 14:59:00,75732.0,274.760009765625,274.9100036621094,274.94000244140625,274.5799865722656,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:00:00,77527.0,274.7699890136719,274.79998779296875,274.93951416015625,274.6700134277344,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:01:00,59319.0,274.8399963378906,274.8399963378906,275.03021240234375,274.7200012207031,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:02:00,33240.0,274.7325134277344,274.8399963378906,274.9200134277344,274.70001220703125,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:03:00,36651.0,274.75,274.760009765625,274.84991455078125,274.70001220703125,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:04:00,68362.0,274.8699951171875,274.7749938964844,274.8887939453125,274.6000061035156,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:05:00,39402.0,274.94989013671875,274.8399963378906,275.010009765625,274.7250061035156,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:06:00,121835.0,275.3450012207031,274.9649963378906,275.3599853515625,274.7799987792969,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:07:00,52682.0,274.9150085449219,275.3500061035156,275.3599853515625,274.8100891113281,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:08:00,46862.0,274.80999755859375,274.9150085449219,274.9617004394531,274.75,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:09:00,66027.0,274.659912109375,274.8241882324219,274.8241882324219,274.6199951171875,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:10:00,87794.0,274.875,274.65008544921875,274.875,274.42999267578125,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:11:00,37718.0,274.82000732421875,274.8699951171875,274.8699951171875,274.74591064453125,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:12:00,55572.0,274.8399963378906,274.80999755859375,274.8999938964844,274.7300109863281,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:13:00,86224.0,274.0198974609375,274.8349914550781,274.8500061035156,273.9599914550781,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:14:00,90677.0,274.260009765625,274.010009765625,274.2998962402344,273.8599853515625,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:15:00,55879.0,274.42999267578125,274.25,274.4700012207031,274.1400146484375,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:16:00,42241.0,274.32000732421875,274.42999267578125,274.4700012207031,274.239990234375,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:17:00,34607.0,274.17999267578125,274.32000732421875,274.3699951171875,274.1145935058594,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:18:00,55006.0,274.3699951171875,274.17999267578125,274.3999938964844,274.1300048828125,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:19:00,39724.0,274.29998779296875,274.3500061035156,274.3500061035156,274.1499938964844,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:20:00,31762.0,274.1400146484375,274.32000732421875,274.3456115722656,274.1199951171875,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:21:00,30793.0,274.17999267578125,274.159912109375,274.2699890136719,274.1099853515625,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:22:00,44124.0,274.32501220703125,274.17498779296875,274.3450012207031,274.1499938964844,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:23:00,32359.0,274.2049865722656,274.30999755859375,274.3999938964844,274.20001220703125,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:24:00,47144.0,274.239990234375,274.19000244140625,274.2699890136719,274.0799865722656,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:25:00,65903.0,274.29998779296875,274.2699890136719,274.3572082519531,274.1199951171875,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:26:00,41501.0,274.5450134277344,274.29730224609375,274.5450134277344,274.2699890136719,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:27:00,32386.0,274.69000244140625,274.5504150390625,274.73919677734375,274.4599914550781,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:28:00,26297.0,274.6000061035156,274.7200012207031,274.7449951171875,274.54998779296875,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:29:00,47660.0,274.4200134277344,274.55999755859375,274.6199951171875,274.3800048828125,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:30:00,50224.0,274.55499267578125,274.3900146484375,274.5994873046875,274.17999267578125,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:31:00,30539.0,274.5150146484375,274.5799865722656,274.6700134277344,274.5050048828125,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:32:00,29037.0,274.55999755859375,274.50738525390625,274.6318054199219,274.4599914550781,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:33:00,30214.0,274.54998779296875,274.56500244140625,274.6099853515625,274.489990234375,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:34:00,41415.0,274.614990234375,274.55999755859375,274.6499938964844,274.489990234375,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:35:00,39247.0,274.510009765625,274.6300048828125,274.6400146484375,274.489990234375,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:36:00,39897.0,274.3699951171875,274.510009765625,274.510009765625,274.2200012207031,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:37:00,45323.0,274.3800048828125,274.3900146484375,274.4800109863281,274.25,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:38:00,29928.0,274.3900146484375,274.3800048828125,274.4599914550781,274.343505859375,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:39:00,33350.0,274.4299011230469,274.3699951171875,274.480712890625,274.2799987792969,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:40:00,19184.0,274.44000244140625,274.44000244140625,274.5199890136719,274.4150085449219,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:41:00,37051.0,274.5299987792969,274.4700012207031,274.6199951171875,274.4150085449219,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:42:00,30622.0,274.5799865722656,274.5320129394531,274.6199951171875,274.489990234375,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:43:00,50466.0,274.56500244140625,274.5849914550781,274.6000061035156,274.4200134277344,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:44:00,36234.0,274.6549987792969,274.54998779296875,274.70001220703125,274.5400085449219,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:45:00,29607.0,274.7300109863281,274.69500732421875,274.7300109863281,274.6099853515625,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:46:00,66962.0,274.8699951171875,274.70001220703125,274.8999938964844,274.6400146484375,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:47:00,34968.0,274.82000732421875,274.875,274.9100036621094,274.7550048828125,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:48:00,39071.0,274.5950012207031,274.80999755859375,274.8699951171875,274.5950012207031,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:49:00,30954.0,274.6199951171875,274.6050109863281,274.6499938964844,274.510009765625,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:50:00,18299.0,274.5899963378906,274.62451171875,274.62451171875,274.5361022949219,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:51:00,22487.0,274.5450134277344,274.5899963378906,274.7099914550781,274.510009765625,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:52:00,28426.0,274.6000061035156,274.55999755859375,274.6099853515625,274.510009765625,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:53:00,24336.0,274.6099853515625,274.6000061035156,274.7099914550781,274.5899963378906,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:54:00,23408.0,274.57501220703125,274.6199951171875,274.67498779296875,274.510009765625,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:55:00,35285.0,274.3550109863281,274.55999755859375,274.55999755859375,274.3550109863281,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:56:00,35924.0,274.239990234375,274.3599853515625,274.3699951171875,274.2200012207031,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:57:00,34083.0,274.4059143066406,274.260009765625,274.4200134277344,274.260009765625,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:58:00,28809.0,274.3999938964844,274.44000244140625,274.4599914550781,274.32501220703125,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 15:59:00,26516.0,274.1400146484375,274.3999938964844,274.4811096191406,274.1400146484375,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:00:00,36862.0,274.3500061035156,274.1449890136719,274.3500061035156,274.1400146484375,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:01:00,25948.0,274.2149963378906,274.3501892089844,274.38690185546875,274.2149963378906,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:02:00,35539.0,274.25,274.239990234375,274.3500061035156,274.1600036621094,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:03:00,18828.0,274.260009765625,274.2699890136719,274.32000732421875,274.2200012207031,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:04:00,20187.0,274.2300109863281,274.2799987792969,274.2900085449219,274.17999267578125,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:05:00,24344.0,274.2200012207031,274.2300109863281,274.2749938964844,274.1199951171875,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:06:00,23055.0,274.1559143066406,274.2300109863281,274.2900085449219,274.1499938964844,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:07:00,27261.0,274.2799987792969,274.20001220703125,274.33990478515625,274.17999267578125,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:08:00,25808.0,274.3700866699219,274.2701110839844,274.389892578125,274.1700134277344,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:09:00,25876.0,274.2200012207031,274.3599853515625,274.3900146484375,274.2200012207031,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:10:00,34969.0,274.3299865722656,274.239990234375,274.3900146484375,274.2099914550781,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:11:00,32481.0,274.3900146484375,274.3299865722656,274.4798889160156,274.2799987792969,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:12:00,38638.0,274.2699890136719,274.3800048828125,274.3900146484375,274.2200012207031,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:13:00,28684.0,274.3699951171875,274.2799987792969,274.3900146484375,274.2650146484375,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:14:00,29681.0,274.19000244140625,274.3900146484375,274.3999938964844,274.17041015625,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:15:00,57984.0,274.2799987792969,274.19500732421875,274.3168029785156,274.0799865722656,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:16:00,20467.0,274.2658996582031,274.2799987792969,274.3500061035156,274.239990234375,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:17:00,22523.0,274.3500061035156,274.25,274.3739929199219,274.2099914550781,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:18:00,34068.0,274.55999755859375,274.360107421875,274.57000732421875,274.30999755859375,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:19:00,30676.0,274.28009033203125,274.57000732421875,274.6000061035156,274.28009033203125,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:20:00,31912.0,274.29998779296875,274.2900085449219,274.3599853515625,274.1730041503906,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:21:00,30240.0,274.2200012207031,274.2401123046875,274.260009765625,274.1300048828125,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:22:00,30441.0,274.0400085449219,274.2200012207031,274.2200012207031,274.010009765625,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:23:00,20959.0,274.17999267578125,274.0199890136719,274.2296142578125,274.0199890136719,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:24:00,13815.0,274.1300048828125,274.19000244140625,274.2273864746094,274.1300048828125,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:25:00,23533.0,274.1499938964844,274.1700134277344,274.2101135253906,274.02301025390625,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:26:00,23648.0,274.169189453125,274.1600036621094,274.18499755859375,274.1000061035156,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:27:00,27387.0,274.06500244140625,274.1449890136719,274.197509765625,273.989990234375,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:28:00,23965.0,274.2298889160156,274.06500244140625,274.2298889160156,274.0400085449219,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:29:00,24535.0,274.05999755859375,274.239990234375,274.24969482421875,274.02069091796875,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:30:00,28771.0,273.94000244140625,274.0199890136719,274.0498962402344,273.8999938964844,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:31:00,32575.0,273.80010986328125,273.92999267578125,273.94000244140625,273.739990234375,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:32:00,35379.0,273.6853942871094,273.8100891113281,273.8299865722656,273.6099853515625,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:33:00,34237.0,273.6300048828125,273.6700134277344,273.7298889160156,273.6000061035156,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:34:00,48424.0,273.6449890136719,273.6300048828125,273.7300109863281,273.6000061035156,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:35:00,38090.0,273.5400085449219,273.6400146484375,273.6700134277344,273.5400085449219,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:36:00,61509.0,273.4179992675781,273.55999755859375,273.55999755859375,273.3500061035156,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:37:00,41750.0,273.3900146484375,273.4200134277344,273.489990234375,273.3598937988281,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:38:00,49307.0,273.3299865722656,273.4100036621094,273.42999267578125,273.20001220703125,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:39:00,15388.0,273.3299865722656,273.32000732421875,273.3399963378906,273.2900085449219,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:40:00,31036.0,273.3900146484375,273.32000732421875,273.44000244140625,273.32000732421875,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:41:00,27719.0,273.4750061035156,273.3949890136719,273.4750061035156,273.3500061035156,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:42:00,32418.0,273.29998779296875,273.4599914550781,273.510009765625,273.29998779296875,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:43:00,20318.0,273.29998779296875,273.30999755859375,273.3900146484375,273.2699890136719,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:44:00,29231.0,273.3999938964844,273.2900085449219,273.4198913574219,273.2900085449219,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:45:00,32829.0,273.55999755859375,273.4200134277344,273.57000732421875,273.360107421875,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:46:00,37715.0,273.4599914550781,273.57000732421875,273.5899963378906,273.4100036621094,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:47:00,24526.0,273.42999267578125,273.4849853515625,273.5899963378906,273.42999267578125,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:48:00,31892.0,273.2900085449219,273.42999267578125,273.4601135253906,273.2699890136719,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:49:00,35292.0,273.2300109863281,273.2900085449219,273.32000732421875,273.1400146484375,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:50:00,40024.0,273.2300109863281,273.239990234375,273.260009765625,273.1000061035156,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:51:00,19798.0,273.139892578125,273.2300109863281,273.2300109863281,273.1199951171875,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:52:00,28704.0,273.1600036621094,273.1394958496094,273.20001220703125,273.1000061035156,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:53:00,29318.0,273.20001220703125,273.1700134277344,273.239990234375,273.1700134277344,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:54:00,39164.0,273.3800048828125,273.2099914550781,273.3999938964844,273.19000244140625,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:55:00,38128.0,273.3599853515625,273.3599853515625,273.3699951171875,273.260009765625,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:56:00,24948.0,273.42999267578125,273.3599853515625,273.5199890136719,273.3599853515625,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:57:00,17726.0,273.364990234375,273.42041015625,273.42041015625,273.29998779296875,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:58:00,32328.0,273.3500061035156,273.3699951171875,273.44000244140625,273.25,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 16:59:00,30400.0,273.29010009765625,273.3399963378906,273.3550109863281,273.2250061035156,USD,EST,America/New_York,NMS,EQUITY
2026-02-10 17:00:00,22742.0,273.3800048828125,273.2900085449219,273.3999938964844,273.2699890136719,USD,EST,America/New_York,NMS,EQUITY
